eventID,orig_last_modified,time_value,time_value_ms,quality_standardError,latitude_value,longitude_value,depth_value, absolute_depth_value, magnitude_value_P,quality_XellipseError,quality_YellipseError,theta_ellipseError,station_coda,coda_value, quality_associatedPhaseCount,quality_associated_SPhaseCount,  quality_azimuthalGap,quality_MinEpicDist,quality_MinHipoDist, creationInfo_agencyID
2011042302.50P,2011-05-04T12:01:09,2011-04-23 02:49:48,   290,0.559,  -2.0237, -77.5331, 198.90,-195.60,   3.70,   2.97,   6.11,   32.77,   vc1,   200,    41,    3, 272.12, 115.69, 230.10,    EPN
2011042323.58P,2011-05-04T12:08:59,2011-04-23 11:57:39,   930,0.531,  -1.8877, -77.8910, 181.89,-178.59,   3.60,   2.17,   4.55,   57.09,   vc1,   180,    36,    3, 257.08,  73.95, 196.35,    EPN
2011042405.50P,2011-05-04T13:43:34,2011-04-24 05:50:10,   410,0.581,   0.5212, -78.6492,  19.09, -15.79,   3.50,   1.22,   2.30,   55.88,   vc1,   180,    34,    4, 182.63,  38.77,  43.21,    EPN
2011042522.22P,2011-05-06T10:36:50,2011-04-25 10:22:10,   710,0.626,  -2.6635, -78.1218,  12.00,  -8.70,   4.40,   3.17,   3.96,    9.15,   vc1,   500,    32,    2, 277.57, 133.14, 133.68,    EPN
2011042522.30P,2011-05-06T10:49:45,2011-04-25 10:30:34,   160,0.637,  -2.7535, -78.2618,  12.00,  -8.70,   3.70,   3.89,  14.44,  168.94,   vc1,   200,    25,    3, 317.20, 139.81, 140.32,    EPN
2011042614.21P,2011-05-06T13:02:38,2011-04-26 02:20:59,   140,0.580,  -2.1628, -79.1454,  98.89, -95.59,   3.70,   2.35,   5.58,   87.00,   vc1,   200,    37,    2, 230.45,  90.41, 133.99,    EPN
2011042821.31P,2011-05-09T07:58:08,2011-04-28 09:30:55,   620,0.698,  -3.1762, -80.3205,  18.44, -15.14,   3.50,   5.04,   8.04,  178.48,   vc1,   150,    27,    2, 320.16, 131.21, 132.50,    EPN
2011050715.07P,2011-05-10T16:47:09,2011-05-07 03:06:52,   250,0.861,  -2.1461, -80.6962,  27.81, -24.51,   3.50,   3.94,   7.98,  119.55,   vc1,   150,    31,    3, 291.61,  83.34,  87.85,    EPN
2011051018.43P,2011-05-13T13:36:52,2011-05-10 06:43:10,   750,0.671,  -3.6233, -80.5141,  12.00,  -8.70,   3.60,   4.41,   8.07,    7.01,   vc1,   150,    28,    2, 326.61, 185.19, 185.58,    EPN
2011051202.36P,2011-05-13T11:21:38,2011-05-12 02:35:59,   420,0.997,  -1.6315, -81.8658,  16.59, -13.29,   4.40,   4.36,   5.78,   82.46,   vc1,   420,    42,    7, 308.00,  97.13,  98.54,    EPN
2011051502.25P,2011-05-17T18:11:05,2011-05-15 02:24:54,   180,0.565,  -2.4222, -80.0576,  70.42, -67.12,   3.90,   1.47,   3.62,  100.09,   vc1,   250,    44,    8, 258.24,  42.53,  82.27,    EPN
2011051512.15P,2011-05-17T18:28:28,2011-05-15 12:15:45,   310,0.629,  -1.1452, -80.3416,  27.27, -23.97,   3.70,   1.54,   1.78,   79.21,   vc1,   220,    40,    4, 104.13,  49.21,  56.26,    EPN
2011051710.08P,2011-05-20T12:45:06,2011-05-17 10:07:32,   740,0.762,  -3.2964, -81.0335,  12.00,  -8.70,   3.90,   4.13,   4.44,  125.77,   vc1,   220,    17,    2, 301.67, 183.01, 183.40,    EPN
2011051918.15P,2011-05-20T15:02:31,2011-05-19 06:15:11,   590,0.542,  -2.5217, -78.9568,  78.39, -75.09,   3.60,   1.94,   6.90,   78.85,   vc1,   180,    34,    2, 268.04,  93.86, 122.29,    EPN
2011052014.00P,2011-06-03T17:23:28,2011-05-20 02:00:50,   750,0.838,   0.4153, -79.8157,  10.14,  -6.84,   3.90,   1.41,   2.28,   74.71,   vc1,   280,    51,    8, 146.85,  54.36,  55.30,    EPN
2011052104.06P,2011-05-24T13:00:29,2011-05-21 04:06:15,   950,0.457,  -0.6401, -77.6234,  27.67, -24.37,   3.80,   0.78,   2.68,   11.23,   vc1,   280,    19,    8, 226.24,  87.90,  92.15,    EPN
2011052211.25P,2011-05-24T17:34:12,2011-05-22 11:24:38,   760,0.572,  -1.6296, -77.6778, 196.14,-192.84,   3.70,   3.31,   3.84,   38.56,   vc1,   200,    40,    6, 261.26,  84.08, 213.40,    EPN
2011052316.33P,2011-06-03T17:02:30,2011-05-23 04:33:14,   710,0.972,   0.9216, -79.6313,  12.00,  -8.70,   4.10,   2.15,   7.26,   76.99,   vc1,   350,    37,    3, 225.97, 111.56, 112.20,    EPN
2011052400.49P,2011-05-30T16:03:25,2011-05-24 12:49:28,   560,0.453,  -1.7553, -77.8739, 195.98,-192.68,   3.70,   2.36,   5.96,   12.80,   vc1,   200,    37,    3, 274.44,  68.38, 207.57,    EPN
2011052416.59P,2011-05-30T16:13:17,2011-05-24 04:59:48,    10,0.791,  -2.3398, -79.8790,  62.17, -58.87,   3.50,   4.72,   9.05,   89.24,   vc1,   150,    21,    4, 285.69,  32.74,  70.26,    EPN
2011052819.37P,2011-06-03T12:27:37,2011-05-28 07:37:01,   420,0.791,  -2.2712, -81.5636,  12.00,  -8.70,   3.80,   2.77,   7.18,  170.04,   vc1,   200,    32,    2, 303.57, 124.65, 125.22,    EPN
2011060606.41P,2011-06-10T14:26:24,2011-06-06 06:41:04,    10,0.514,  -1.8636, -77.6625, 189.29,-185.99,   3.60,   2.49,   5.29,   37.85,   vc1,   180,    43,    4, 264.16,  94.75, 211.68,    EPN
2011060901.04P,2011-06-13T12:56:39,2011-06-09 01:04:31,   650,0.653,  -3.2471, -80.9117,  13.47, -10.17,   3.80,   3.41,   4.61,  146.25,   vc1,   200,    37,    3, 298.65, 170.12, 170.65,    EPN
2011061303.37P,2011-06-15T12:13:51,2011-06-13 03:37:34,    20,0.825,  -1.7553, -79.9110,  12.00,  -8.70,   3.70,   1.21,   2.88,   97.08,   vc1,   200,    41,    8, 105.22,  33.53,  35.61,    EPN
2011061405.35P,2011-06-20T10:09:37,2011-06-14 05:35:15,   760,0.816,   1.2551, -77.1947,  12.00,  -8.70,   3.50,   3.23,   8.99,  115.15,   vc1,   150,    16,    1, 309.31,  79.52,  80.42,    EPN
2011062209.39P,2011-06-28T17:49:32,2011-06-22 09:38:56,   250,0.467,  -2.2079, -76.4126, 149.99,-146.69,   3.70,   3.71,   7.96,   26.42,   vc1,   180,    26,    2, 311.73, 237.85, 281.19,    EPN
2011062220.11P,2011-06-28T18:53:53,2011-06-22 08:11:35,   210,0.738,  -2.3782, -79.6032,  48.98, -45.68,   3.70,   1.99,   6.23,   99.52,   vc1,   200,    40,    5, 250.13,  52.87,  72.07,    EPN
2011062819.41P,2011-07-07T11:01:33,2011-06-28 07:41:36,   520,0.974,  -0.8993, -80.6188,  29.98, -26.68,   3.60,   2.42,   5.07,   34.75,   vc1,   180,    43,    2, 142.64,  13.66,  32.94,    EPN
2011070904.04P,2011-07-15T09:05:39,2011-07-09 04:04:08,   370,0.725,  -1.4851, -81.8405,  18.09, -14.79,   3.60,   4.72,   5.69,   94.82,   vc1,   150,    26,    3, 322.82,  88.75,  90.57,    EPN
2011070921.16P,2011-07-15T09:12:52,2011-07-09 09:16:26,   160,0.470,  -1.6422, -78.0409, 182.13,-178.83,   3.60,   2.26,   4.39,   40.72,   vc1,   180,    30,    3, 243.61,  46.48, 187.97,    EPN
2011071613.32P,2011-07-18T13:41:23,2011-07-16 01:32:03,    50,0.444,  -1.2948, -78.7981,  10.66,  -7.36,   3.60,   0.89,   1.53,   45.29,   vc1,   200,    43,    7,  84.75,  28.00,  29.96,    EPN
2011072016.15P,2011-07-20T12:29:24,2011-07-20 04:15:51,   330,0.437,   0.2916, -78.3002,  18.11, -14.81,   3.70,   0.74,   0.84,   26.52,   vc1,   220,    47,    6,  62.96,   6.38,  19.20,    EPN
2011072123.24P,2011-08-14T11:44:21,2011-07-21 11:23:44,   810,0.508,  -1.9945, -77.9039, 173.11,-169.81,   3.80,   1.89,   3.23,   43.58,   vc1,   240,    54,    7, 260.11,  80.25, 190.81,    EPN
2011072208.20P,2011-08-17T13:07:24,2011-07-22 08:20:32,   830,0.604,  -2.3336, -80.3584,  56.25, -52.95,   4.10,   1.91,   3.60,  101.74,   vc1,   200,    52,   10, 277.16,  54.81,  78.54,    EPN
2011072216.45P,2011-08-17T13:10:35,2011-07-22 04:45:18,   490,0.828,  -1.8865, -80.4454,  69.17, -65.87,   3.90,   1.89,   3.76,  123.58,   vc1,   150,    56,   14, 232.48,  57.93,  90.22,    EPN
2011072220.20P,2011-08-17T13:12:21,2011-07-22 08:20:19,   430,0.767,   1.5402, -78.3165,  30.03, -26.73,   3.70,  12.16,  13.24,   12.68,   vc1,   120,    13,    1, 337.74,  82.60,  87.89,    EPN
2011072310.25P,2011-08-20T09:36:11,2011-07-23 10:25:37,   390,0.828,  -1.7794, -79.9143,  12.00,  -8.70,   3.80,   1.70,   3.07,   97.70,   vc1,   140,    39,    3,  99.31,  30.83,  33.08,    EPN
2011072317.00P,2011-08-20T09:47:36,2011-07-23 05:00:30,   410,0.531,  -2.4171, -79.6654,  52.01, -48.71,   3.70,   2.26,   6.65,   90.73,   vc1,   120,    12,    2, 264.59,  51.36,  73.09,    EPN
2011072620.03P,2011-08-20T11:44:39,2011-07-26 08:02:43,   380,0.813,  -3.0780, -78.3024,  37.38, -34.08,   3.70,   4.29,  40.63,  174.53,   vc1,   120,    12,    2, 341.22, 175.14, 179.09,    EPN
2011072620.59P,2011-07-27T09:33:30,2011-07-26 08:58:26,   290,0.789,  -2.9297, -76.7292, 125.00,-121.70,   4.20,   2.71,   5.18,  155.33,   vc1,   360,    46,    0, 294.50, 246.96, 276.79,    EPN
2011072717.50P,2011-08-20T13:11:57,2011-07-27 05:50:00,   450,0.877,  -1.5214, -80.3481,  11.63,  -8.33,   4.10,   1.67,   5.53,  150.17,   vc1,   240,    43,    3, 182.99,  73.79,  74.70,    EPN
2011072816.52P,2011-08-20T14:05:45,2011-07-28 04:51:54,   970,0.733,  -2.6148, -79.1897,  32.01, -28.71,   4.00,   2.18,   6.07,   79.87,   vc1,   180,    36,    4, 272.14, 105.11, 109.88,    EPN
2011072909.21P,2011-08-24T10:23:30,2011-07-29 09:21:14,    50,0.344,  -1.0230, -78.1434,  13.71, -10.41,   3.90,   0.65,   3.35,    3.95,   vc1,   180,    18,    6, 198.06,  50.23,  52.07,    EPN
2011073119.05P,2011-08-24T11:53:12,2011-07-31 07:04:54,   930,0.688,  -0.9338, -79.2286, 108.59,-105.29,   3.70,   1.61,   2.30,   62.11,   vc1,   120,    32,    6,  85.63,  31.82, 113.16,    EPN
2011080116.32P,2011-08-24T12:33:47,2011-08-01 04:32:15,   260,0.452,  -1.9416, -79.5324,  22.89, -19.59,   3.70,   0.99,   4.82,   76.91,   vc1,   120,    28,    1, 177.20,  48.25,  53.41,    EPN
2011080207.28P,2011-08-28T09:02:50,2011-08-02 07:28:02,   380,0.578,  -1.5521, -79.8644,  13.71, -10.41,   3.70,   1.35,   2.05,  102.93,   vc1,   120,    37,    4, 115.22,  56.64,  58.27,    EPN
2011080208.32P,2011-08-28T09:05:06,2011-08-02 08:32:50,   780,0.417,  -0.3996, -79.2850,  42.30, -39.00,   3.50,   1.24,   1.85,  145.69,   vc1,    90,    21,    2, 160.65,  23.51,  48.40,    EPN
2011080211.32P,2011-08-28T09:17:35,2011-08-02 11:32:36,   260,0.637,  -0.8645, -79.9016,  87.78, -84.48,   3.60,   2.64,   3.52,    8.03,   vc1,   110,    20,    2, 186.71,  89.16, 125.12,    EPN
2011080217.06P,2011-08-28T09:24:04,2011-08-02 05:05:48,   630,0.341,  -1.8323, -79.4075,  41.43, -38.13,   3.50,   3.05,  11.14,   64.23,   vc1,    90,    10,    3, 332.16,  93.51, 102.27,    EPN
2011080411.50P,2011-08-28T12:56:54,2011-08-04 11:49:48,   540,0.419,   0.6328, -79.2384,  21.95, -18.65,   3.70,   1.43,   2.07,   76.68,   vc1,   130,    29,    3, 217.89,  98.39, 100.81,    EPN
2011080416.46P,2011-08-29T07:57:36,2011-08-04 04:45:43,   540,0.861,  -1.5636, -81.9446,  12.94,  -9.64,   4.00,   5.49,   6.07,   53.91,   vc1,   180,    33,    2, 320.04, 102.42, 103.24,    EPN
2011080610.37P,2011-08-29T10:19:34,2011-08-06 10:37:21,   220,0.362,  -3.4972, -80.0092,  25.31, -22.01,   3.90,   1.39,   2.66,  123.80,   vc1,   150,    11,    2, 296.23, 160.45, 162.43,    EPN
2011080623.19P,2011-08-29T11:10:01,2011-08-06 11:18:51,   970,0.328,  -1.4503, -79.7811,  20.15, -16.85,   3.70,   0.59,   1.23,   89.56,   vc1,   130,    14,    2, 114.03,  69.74,  72.59,    EPN
2011080700.55P,2011-08-29T12:17:34,2011-08-07 12:55:23,   910,0.558,  -3.8506, -80.3520,   9.83,  -6.53,   4.10,   2.73,   3.80,  120.95,   vc1,   200,    11,    2, 305.07, 204.48, 204.72,    EPN
2011080823.06P,2011-08-29T14:43:09,2011-08-08 11:06:51,    40,0.825,  -0.9140, -80.2985,  37.58, -34.28,   4.00,   2.15,   3.06,   48.34,   vc1,   180,    38,    3,  82.72,  17.81,  41.59,    EPN
2011080916.59P,2011-08-30T08:48:06,2011-08-09 04:59:29,   680,0.667,  -0.9014, -80.6637,  19.78, -16.48,   3.70,   1.67,   5.08,   45.70,   vc1,   120,    16,    2, 154.67,   9.00,  21.73,    EPN
2011081011.21P,2011-08-30T11:40:47,2011-08-10 11:20:45,   730,0.752,  -0.8664, -79.6890,  47.72, -44.42,   3.70,   1.63,   3.43,   59.83,   vc1,   120,    16,    3,  94.05,  88.75, 100.77,    EPN
2011081012.46P,2011-08-30T11:43:57,2011-08-10 12:46:12,   680,0.683,  -0.2593, -77.8019,   8.40,  -5.10,   3.70,   1.97,   2.56,  173.49,   vc1,   120,    14,    2, 161.30,  24.08,  25.51,    EPN
2011081017.50P,2011-08-30T11:45:22,2011-08-10 05:49:48,   360,0.387,  -1.2979, -77.1431, 305.53,-302.23,   4.20,   2.29,   9.76,   24.04,   vc1,   250,    33,    0, 275.18, 140.58, 336.32,    EPN
2011081106.29P,2011-08-31T10:40:17,2011-08-11 06:29:46,   920,0.340,  -1.0509, -78.2999,   8.38,  -5.08,   3.50,   0.42,   3.30,    0.20,   vc1,    90,    26,    3, 182.89,   9.55,  12.70,    EPN
2011081115.55P,2011-08-31T11:30:05,2011-08-11 03:55:29,    30,0.810,  -1.0424, -78.3543,  14.80, -11.50,   3.50,   0.90,   7.68,  179.79,   vc1,   100,    26,    2, 150.63,   3.90,  15.31,    EPN
2011081209.29P,2011-09-06T00:49:21,2011-08-12 09:28:53,   100,0.738,  -1.5330, -79.5824,  21.79, -18.49,   3.70,   1.39,   3.35,   76.48,   vc1,   120,    29,    4, 112.85,  70.99,  74.26,    EPN
2011081213.07P,2011-09-06T00:58:21,2011-08-12 01:07:13,   100,0.288,  -1.7537, -77.2939,  12.00,  -8.70,   3.70,   1.26,   4.28,   31.27,   vc1,   120,    20,    3, 314.71, 128.87, 129.42,    EPN
2011081319.17P,2011-09-08T08:39:37,2011-08-13 07:17:14,   500,0.366,  -1.1025, -78.3484,   6.04,  -2.74,   3.70,   0.37,   1.43,    5.48,   vc1,   120,    38,    2, 154.93,   6.39,   8.80,    EPN
2011081405.12P,2011-09-08T08:51:39,2011-08-14 05:12:07,   920,0.770,  -2.2980, -79.0065,  12.00,  -8.70,   3.70,   2.53,  12.03,   61.59,   vc1,   120,    17,    2, 248.70,  98.64,  99.37,    EPN
2011081502.53P,2011-10-13T08:36:33,2011-08-15 02:53:14,   970,0.658,  -2.0556, -77.1727, 202.55,-199.25,   4.60,   2.74,   5.21,   36.27,   vc1,   500,    56,   10, 281.04, 153.13, 253.92,    EPN
2011081605.30P,2011-09-08T17:05:27,2011-08-16 05:30:40,   600,0.696,  -0.4795, -77.5091,   9.84,  -6.54,   3.50,   1.29,   3.44,   19.12,   vc1,    90,    28,    2, 231.78,  45.02,  46.09,    EPN
2011081611.20P,2011-09-08T17:09:04,2011-08-16 11:19:55,   810,0.646,  -2.4422, -77.8591,  19.82, -16.52,   3.70,   3.93,   7.65,  143.96,   vc1,   120,    17,    4, 320.93, 115.11, 116.80,    EPN
2011081622.31P,2011-09-08T17:17:41,2011-08-16 10:31:14,    90,0.315,  -1.0508, -78.3230,   9.96,  -6.66,   3.50,   0.29,   1.15,    3.72,   vc1,   100,    40,    9, 156.74,   7.00,  12.17,    EPN
2011081706.11P,2011-09-09T11:59:03,2011-08-17 06:11:00,   210,0.313,   0.9695, -79.7502,  12.00,  -8.70,   3.60,   2.18,   3.59,  172.52,   vc1,   100,     8,    1, 314.06, 155.78, 156.24,    EPN
2011081706.22P,2011-09-09T12:04:40,2011-08-17 06:22:25,   410,0.379,   0.9433, -79.6347,   8.22,  -4.92,   3.80,   0.90,   4.05,   59.31,   vc1,   140,    19,    1, 241.29, 113.89, 114.19,    EPN
2011081706.27P,2011-09-09T12:06:50,2011-08-17 06:27:13,   930,0.620,   0.9314, -79.6291,   8.67,  -5.37,   3.50,   2.29,   4.39,   61.51,   vc1,    90,    17,    2, 261.77, 112.67, 113.00,    EPN
2011081706.58P,2011-09-09T12:11:42,2011-08-17 06:58:35,   770,0.660,   1.1026, -79.7216,  10.00,  -6.70,   3.70,   2.56,   6.41,   62.40,   vc1,   120,    14,    2, 267.43, 130.66, 131.05,    EPN
2011081709.15P,2011-09-09T12:13:14,2011-08-17 09:15:01,   850,0.413,  -0.6667, -78.3665,   5.42,  -2.12,   3.70,   0.53,   0.91,    4.49,   vc1,   140,    33,    2, 130.69,   5.34,   7.61,    EPN
2011081717.11P,2011-09-09T13:01:42,2011-08-17 05:10:26,   570,0.517,  -4.5186, -78.1903,  38.94, -35.64,   4.00,   2.61,  22.80,  171.74,   vc1,   180,     8,    2, 350.68, 311.96, 314.38,    EPN
2011081719.47P,2011-09-09T15:53:41,2011-08-17 07:46:47,   370,0.491,  -3.0940, -79.5179,  12.00,  -8.70,   4.00,   3.42,  13.12,   34.20,   vc1,   180,    13,    1, 342.96, 203.24, 203.59,    EPN
2011081722.36P,2011-09-09T16:06:18,2011-08-17 10:35:43,   600,0.501,  -2.5681, -77.7177,   6.47,  -3.17,   4.00,   1.51,   5.54,  134.58,   vc1,   180,    38,   12, 311.13, 136.14, 136.30,    EPN
2011081805.24P,2011-09-11T12:20:41,2011-08-18 05:23:45,    40,0.589,  -3.0340, -80.0323,  34.32, -31.02,   4.10,   2.28,   5.35,  101.21,   vc1,   210,    47,    2, 282.06, 109.22, 114.49,    EPN
2011081806.15P,2011-09-11T12:23:46,2011-08-18 06:14:47,   870,0.711,  -0.8413, -79.7942,  47.22, -43.92,   3.60,   1.50,   2.61,   69.35,   vc1,   110,    30,    4, 135.09,  85.48,  97.66,    EPN
2011081806.56P,2011-09-11T12:27:19,2011-08-18 06:55:48,   700,0.708,  -2.3064, -79.6739, 104.62,-101.32,   4.00,   1.72,   4.36,   95.42,   vc1,   200,    37,    7, 244.90,  41.69, 112.62,    EPN
2011081819.55P,2011-09-11T12:48:38,2011-08-18 07:55:15,    50,0.422,  -2.2441, -76.7874,  12.00,  -8.70,   4.10,   2.35,   4.57,   72.23,   vc1,   220,    25,    2, 306.57, 200.76, 201.12,    EPN
2011082109.56P,2011-09-11T16:47:05,2011-08-21 09:56:48,   180,0.415,  -1.0680, -78.3167,   7.40,  -4.10,   4.10,   0.38,   1.72,    2.88,   vc1,   250,    44,    8, 160.78,   7.72,  10.69,    EPN
2011082301.56P,2011-09-12T08:02:17,2011-08-23 01:56:30,   530,0.525,   0.1260, -77.3365,  10.39,  -7.09,   3.50,   1.31,   3.19,  156.46,   vc1,    90,    29,    5, 270.65,  40.36,  41.68,    EPN
2011082500.08P,2011-09-12T10:29:15,2011-08-25 12:08:12,   990,0.348,  -2.0885, -78.0295, 148.85,-145.55,   3.60,   3.78,  10.37,    3.73,   vc1,   100,    22,    3, 321.43,  78.87, 168.45,    EPN
2011082512.50P,2011-09-12T10:41:49,2011-08-25 12:50:36,   200,0.515,  -2.1452, -79.7330,  26.31, -23.01,   3.90,   2.28,   9.61,   85.33,   vc1,   150,    24,    4, 319.39, 130.88, 133.50,    EPN
2011082600.44P,2011-09-12T11:28:32,2011-08-26 12:44:38,   160,0.767,  -1.0060, -79.7780,  31.80, -28.50,   3.70,   1.83,   2.89,   22.84,   vc1,   120,    30,    4, 170.81, 103.76, 108.52,    EPN
2011082604.29P,2011-09-12T11:33:29,2011-08-26 04:29:42,   620,0.447,   1.0310, -79.0285,  31.27, -27.97,   3.70,   1.52,   3.33,   96.85,   vc1,   120,    22,    6, 235.94,  78.80,  84.77,    EPN
2011082613.35P,2011-09-12T11:39:14,2011-08-26 01:35:28,   930,0.605,  -2.0049, -80.1028,  14.59, -11.29,   3.90,   1.86,   5.43,  111.64,   vc1,   150,    30,    4, 273.81, 139.89, 140.65,    EPN
2011082716.58P,2011-09-12T16:03:02,2011-08-27 04:57:37,   100,0.984,  -1.6266, -77.1363,  12.00,  -8.70,   3.60,   7.31,  12.64,   55.90,   vc1,   100,     6,    1, 328.16, 143.04, 143.55,    EPN
2011082718.30P,2011-09-12T16:12:55,2011-08-27 06:30:01,   200,0.643,  -3.1429, -79.6393,  12.00,  -8.70,   3.80,   3.12,   5.55,  142.39,   vc1,   140,    11,    3, 307.67, 125.84, 126.41,    EPN
2011082815.23P,2011-09-12T17:12:21,2011-08-28 03:22:57,    10,0.495,  -1.9864, -80.0679,  10.00,  -6.70,   4.00,   1.29,   7.98,   94.24,   vc1,   180,    19,    5, 225.27, 137.70, 138.06,    EPN
