eventID,orig_last_modified,time_value,time_value_ms,quality_standardError,latitude_value,longitude_value,depth_value, absolute_depth_value, magnitude_value_P,quality_XellipseError,quality_YellipseError,theta_ellipseError,station_coda,coda_value, quality_associatedPhaseCount,quality_associated_SPhaseCount,  quality_azimuthalGap,quality_MinEpicDist,quality_MinHipoDist, creationInfo_agencyID
2010052302.56P,2010-05-27T13:57:23,2010-05-23 02:56:04,   450,0.567,  -1.0739, -78.7061,  19.50, -16.20,   3.90,   0.63,   2.25,  177.93,   vc1,   160,    45,    6, 140.04,  35.66,  40.65,    EPN
2010052316.47P,2010-05-27T14:11:52,2010-05-23 04:47:00,   840,0.366,  -2.0067, -77.3562,  17.34, -14.04,   3.80,   1.51,   3.76,  123.07,   vc1,   110,    29,    8, 329.43, 132.31, 133.44,    EPN
2010052510.22P,2010-05-25T12:26:20,2010-05-25 10:22:40,   560,0.558,  -0.4546, -77.3890,   8.93,  -5.63,   4.30,   0.78,   1.71,   13.19,   vc1,   300,    63,   16, 237.57,  48.28,  49.10,    EPN
2010052510.36P,2010-06-07T10:13:24,2010-05-25 10:36:20,   560,0.475,  -1.7512, -78.8335,  13.46, -10.16,   3.80,   0.83,   1.60,    3.17,   vc1,   120,    45,    9,  86.06,  23.16,  26.78,    EPN
2010052511.07P,2010-06-07T10:18:41,2010-05-25 11:07:16,   270,0.619,  -0.3965, -77.3892,  24.33, -21.03,   3.70,   1.22,   2.14,   11.20,   vc1,   100,    40,   11, 241.30,  43.04,  49.44,    EPN
2010052511.21P,2010-05-25T12:28:57,2010-05-25 11:21:23,   320,0.565,  -1.7610, -78.8839,   8.75,  -5.45,   4.30,   1.06,   1.75,   17.42,   vc1,   250,    52,    9,  87.74,  28.80,  30.10,    EPN
2010052511.24P,2010-06-07T10:22:55,2010-05-25 11:24:38,   720,0.144,  -1.7449, -78.7495,  27.03, -23.73,   3.90,   2.26,   5.16,   43.09,   vc1,   140,    10,    1, 323.11,  40.31,  48.53,    EPN
2010052522.57P,2010-06-07T10:28:20,2010-05-25 10:57:10,   180,0.248,  -1.6750, -77.4195, 223.79,-220.49,   3.70,   4.39,   7.06,  172.24,   vc1,   100,    10,    0, 322.82, 112.99, 250.70,    EPN
2010052622.34P,2010-06-07T10:30:40,2010-05-26 10:34:09,    20,0.625,  -0.4294, -77.3850,  21.86, -18.56,   3.70,   1.41,   2.67,   34.97,   vc1,   100,    38,   13, 259.91,  49.14,  53.79,    EPN
2010052701.18P,2010-06-07T10:34:34,2010-05-27 01:18:27,   190,0.596,  -1.9990, -77.9518, 167.56,-164.26,   4.10,   1.92,   4.52,   26.83,   vc1,   190,    51,    8, 214.85,  39.04, 172.05,    EPN
2010052710.25P,2010-06-07T10:40:09,2010-05-27 10:25:45,   680,0.262,  -0.4010, -78.4394,  13.16,  -9.86,   3.60,   0.29,   0.57,    0.25,   vc1,   110,    33,    5, 103.85,  17.52,  21.91,    EPN
2010052710.37P,2010-06-07T10:41:43,2010-05-27 10:37:34,   880,0.291,  -0.3948, -78.4379,  10.29,  -6.99,   3.50,   0.36,   0.66,  177.77,   vc1,    90,    28,    5, 103.00,  18.20,  20.91,    EPN
2010052715.27P,2010-06-07T11:01:59,2010-05-27 03:26:34,    60,0.685,  -3.1424, -78.1122,  12.00,  -8.70,   3.80,   3.45,  27.12,  166.18,   vc1,   100,    11,    3, 354.01, 185.21, 185.60,    EPN
2010052802.30P,2010-06-07T11:05:32,2010-05-28 02:30:21,   490,0.876,  -1.6804, -77.6686,   6.89,  -3.59,   3.60,   1.50,   4.06,   37.03,   vc1,    90,    45,   13, 221.76,  86.38,  86.65,    EPN
2010052805.49P,2010-06-07T11:29:44,2010-05-28 05:49:18,   250,0.389,  -0.9796, -79.5104,  38.41, -35.11,   3.50,   0.89,   1.32,  144.34,   vc1,    80,    32,    3, 152.22,  99.44, 106.60,    EPN
2010052900.51P,2010-06-07T11:43:24,2010-05-29 12:50:53,   230,0.336,  -1.6930, -77.9171, 163.41,-160.11,   3.70,   2.37,   3.78,   11.09,   vc1,   110,    21,    3, 217.67,  61.33, 174.54,    EPN
2010052910.22P,2010-06-07T11:47:39,2010-05-29 10:22:29,   780,0.352,  -0.2354, -78.3635,  12.64,  -9.34,   3.60,   0.45,   0.65,   15.09,   vc1,   100,    31,    5,  63.87,  26.50,  29.36,    EPN
2010053018.19P,2010-06-07T11:58:58,2010-05-30 06:18:53,     0,0.457,  -2.0405, -77.6147,  12.00,  -8.70,   3.90,   1.36,   1.52,  161.62,   vc1,   130,    39,    9, 239.23,  68.73,  69.77,    EPN
2010053018.22P,2010-06-07T12:02:38,2010-05-30 06:22:34,   850,0.517,  -3.1935, -77.7631,  91.36, -88.06,   4.00,   2.92,   9.53,   26.12,   vc1,   120,    15,    2, 269.51, 114.97, 146.85,    EPN
2010060111.12P,2010-06-01T09:57:05,2010-06-01 11:12:12,   890,0.442,  -1.0970, -78.3315,   7.06,  -3.76,   4.30,   0.40,   1.64,    3.96,   vc1,   300,    48,    7,  87.37,   7.37,  10.21,    EPN
2010060204.27P,2010-06-22T15:54:27,2010-06-02 04:27:04,   550,0.439,  -2.3161, -80.0670,  47.93, -44.63,   3.90,   3.04,   9.69,   48.68,   vc1,   110,    14,    2, 347.52, 251.28, 255.81,    EPN
2010060310.59P,2010-06-23T08:24:23,2010-06-03 10:59:23,   630,0.537,  -1.8131, -77.9454, 186.91,-183.61,   3.90,   3.48,   5.34,   21.07,   vc1,   150,    21,    2, 199.94,  56.10, 195.15,    EPN
2010060323.26P,2010-06-23T08:43:19,2010-06-03 11:25:54,    70,0.865,  -1.4822, -81.3831,  21.50, -18.20,   4.10,   6.52,   8.92,    1.09,   vc1,   130,    27,    2, 300.32,  86.99,  89.61,    EPN
2010060514.58P,2011-01-13T10:49:10,2010-06-05 02:58:21,   480,0.376,  -0.7046, -78.7921,  12.00,  -8.70,   3.60,   2.32,   3.09,   51.64,   vc1,   100,    16,    4, 249.61,  16.74,  20.60,    EPN
2010060813.15P,2010-06-28T14:49:38,2010-06-08 01:15:16,   430,0.566,   0.2937, -77.2348,   7.54,  -4.24,   3.70,   2.15,   2.74,  108.58,   vc1,   100,    31,    7, 301.58,  60.69,  61.16,    EPN
2010060905.56P,2010-06-28T15:07:43,2010-06-09 05:55:47,    50,0.397,  -2.0271, -79.7462,  36.52, -33.22,   4.30,   0.98,   1.15,   87.80,   vc1,   230,    51,    8, 122.85, 128.44, 133.53,    EPN
2010060921.23P,2010-06-29T09:51:33,2010-06-09 09:23:46,   930,0.227,  -1.0437, -78.2732,   9.05,  -5.75,   3.50,   0.36,   2.99,    1.23,   vc1,    85,    15,    2, 190.81,  12.59,  15.50,    EPN
2010061023.33P,2010-06-29T10:19:57,2010-06-10 11:33:27,   850,0.509,  -0.9048, -79.7830,  30.43, -27.13,   3.70,   2.14,   4.31,   11.61,   vc1,   100,    25,    4, 285.27, 144.28, 147.45,    EPN
2010061200.21P,2010-06-29T11:01:10,2010-06-12 12:21:20,   860,0.382,  -0.0399, -78.4264,  12.00,  -8.70,   3.60,   0.55,   0.98,   22.51,   vc1,   100,    24,    3, 114.43,  18.29,  21.88,    EPN
2010061306.34P,2010-06-29T11:08:18,2010-06-13 06:34:19,   100,0.537,   0.5025, -78.6814,   6.88,  -3.58,   3.80,   1.11,   1.38,   47.41,   vc1,   120,    34,    6, 228.95,  39.38,  39.98,    EPN
2010061317.32P,2010-06-29T11:22:40,2010-06-13 05:32:10,   880,0.561,  -0.0585, -79.7108,  18.80, -15.50,   3.50,   6.37,   7.12,  133.07,   vc1,    70,    11,    1, 327.63, 123.06, 124.49,    EPN
2010061503.21P,2010-06-29T13:07:48,2010-06-15 03:20:50,   450,0.277,  -1.6692, -78.3445, 169.65,-166.35,   3.80,   1.28,   4.29,   13.87,   vc1,   120,    22,    5,  98.47,  20.72, 170.91,    EPN
2010061601.00P,2010-06-16T10:16:17,2010-06-16 01:00:39,   410,0.544,  -0.1400, -78.5741,   5.23,  -1.93,   3.90,   0.65,   1.31,    9.01,   vc1,   160,    35,    5,  65.84,   2.44,   5.77,    EPN
2010061606.41P,2010-07-05T12:01:47,2010-06-16 06:40:48,   860,0.668,  -1.6111, -78.0217, 196.13,-192.83,   3.90,   2.32,   4.49,   13.08,   vc1,   140,    48,    8, 181.43,  47.16, 201.72,    EPN
2010061707.03P,2010-07-05T13:12:26,2010-06-17 07:03:11,   140,0.495,  -1.1827, -79.1437, 124.39,-121.09,   3.80,   1.93,   2.86,   15.58,   vc1,   120,    31,    2, 137.37,  65.68, 140.67,    EPN
2010061804.51P,2010-06-21T11:12:09,2010-06-18 04:51:29,   760,0.329,  -0.8593, -78.5481,  16.16, -12.86,   3.60,   0.45,   1.43,  177.01,   vc1,   100,    29,    2, 142.25,  17.86,  24.08,    EPN
2010061805.43P,2010-07-05T13:59:21,2010-06-18 05:43:11,   860,0.531,  -1.1311, -77.6488,  17.00, -13.70,   3.50,   1.70,   4.62,    9.96,   vc1,    80,    15,    3, 281.97,  82.25,  83.99,    EPN
2010061805.47P,2010-07-05T14:22:47,2010-06-18 05:47:22,   740,0.479,  -2.9574, -78.3591,  33.74, -30.44,   3.70,   3.01,  23.89,  175.52,   vc1,    80,     8,    1, 350.76, 161.33, 164.82,    EPN
2010061806.50P,2010-07-05T14:36:00,2010-06-18 06:50:06,   310,0.878,   0.8909, -80.2931,  19.71, -16.41,   3.60,   4.58,   6.31,  109.81,   vc1,    75,    23,    4, 298.31, 121.55, 123.14,    EPN
2010062101.00P,2010-07-06T15:54:01,2010-06-21 12:59:56,   680,0.436,  -0.8314, -78.7271,  25.54, -22.24,   3.50,   0.61,   2.05,    0.94,   vc1,    90,    32,    5, 197.70,  17.95,  31.22,    EPN
2010062111.39P,2010-07-07T07:46:13,2010-06-21 11:39:47,   260,0.927,  -0.7421, -80.5645,  12.00,  -8.70,   3.70,   2.76,  14.19,   25.60,   vc1,    85,    23,    1, 188.94,  39.05,  40.85,    EPN
2010062209.25P,2011-01-13T10:51:10,2010-06-22 09:25:11,   790,0.496,  -3.0222, -78.4559,  12.00,  -8.70,   3.70,   2.91,   6.55,   16.88,   vc1,    90,    13,    3, 340.51,  89.93,  90.73,    EPN
2010062212.50P,2010-07-07T08:13:00,2010-06-22 12:49:43,    80,0.424,   0.3185, -80.2711,  12.00,  -8.70,   3.80,   5.49,   8.67,   38.32,   vc1,   100,     9,    1, 314.63, 214.82, 215.15,    EPN
2010062300.38P,2010-06-23T07:58:42,2010-06-23 12:38:23,    70,0.365,  -0.9789, -78.4753,  19.13, -15.83,   3.60,   0.36,   1.63,    1.02,   vc1,   100,    38,    9, 131.95,  13.33,  23.32,    EPN
2010062323.09P,2010-07-07T08:53:29,2010-06-23 11:09:48,   610,0.430,  -1.2179, -78.4193,   9.82,  -6.52,   3.80,   0.48,   1.41,    4.46,   vc1,   140,    47,    7,  91.33,  18.10,  20.60,    EPN
2010062413.22P,2010-07-07T09:04:39,2010-06-24 01:22:33,   120,0.525,  -2.6447, -78.5071, 103.65,-100.35,   4.10,   3.96,   5.20,  158.53,   vc1,   180,    37,    4, 295.41,  55.25, 117.46,    EPN
2010062414.45P,2010-07-07T09:21:13,2010-06-24 02:45:06,   230,0.831,   0.6539, -80.3059,  19.37, -16.07,   4.00,   2.81,   6.87,   61.70,   vc1,   140,    27,    2, 251.87,  99.99, 101.85,    EPN
2010062423.46P,2010-07-07T10:15:43,2010-06-24 11:46:43,   280,0.846,   0.4516, -80.0935,  12.00,  -8.70,   3.80,   2.31,   5.61,   57.26,   vc1,   100,    20,    2, 247.12,  68.15,  69.20,    EPN
2010062610.59P,2010-07-07T10:39:25,2010-06-26 10:59:30,    20,0.567,  -2.0766, -79.8553,  23.77, -20.47,   4.10,   1.55,   4.16,  110.41,   vc1,   170,    42,    3, 223.40, 141.56, 143.54,    EPN
2010062611.35P,2010-07-07T10:43:30,2010-06-26 11:35:21,   420,0.513,  -0.6791, -79.0648,  27.96, -24.66,   4.10,   0.68,   1.24,  164.15,   vc1,   220,    52,    8, 152.96,  47.03,  54.71,    EPN
2010062618.40P,2010-07-07T10:48:25,2010-06-26 06:40:11,   440,0.767,  -4.9616, -77.4525, 127.67,-124.37,   5.10,   8.13,   9.45,   67.28,   vc1,   500,    45,    3, 322.26, 311.97, 337.08,    EPN
2010062706.39P,2010-07-07T10:50:16,2010-06-27 06:39:19,   490,0.322,  -0.9937, -77.7407,  14.01, -10.71,   3.50,   0.56,   1.56,   19.11,   vc1,    85,    27,    5, 223.60,  72.00,  73.35,    EPN
2010062904.16P,2010-07-08T12:22:48,2010-06-29 04:15:53,   870,0.572,  -2.1708, -79.6233,  26.28, -22.98,   3.70,   1.90,   5.06,   87.71,   vc1,    90,    35,    6, 249.66, 120.58, 123.41,    EPN
2010062921.58P,2010-07-08T12:51:04,2010-06-29 09:58:20,   420,0.270,   0.7159, -78.5529,   9.57,  -6.27,   3.50,   1.50,   4.32,   22.83,   vc1,    75,     7,    1, 250.78,  23.43,  25.31,    EPN
2010063004.53P,2010-07-08T13:06:10,2010-06-30 04:52:49,   380,0.321,  -1.2891, -79.2551,  94.23, -90.93,   3.70,   1.51,   9.82,  179.23,   vc1,   100,    10,    1, 255.50,  86.38, 127.83,    EPN
2010063009.06P,2010-06-30T11:02:24,2010-06-30 09:06:36,   310,0.399,  -1.3067, -80.8721,  10.00,  -6.70,   4.40,   3.48,   8.87,  166.65,   vc1,   260,    12,    1, 172.96,  22.92,  25.01,    EPN
2010063022.58P,2010-07-08T13:14:21,2010-06-30 10:58:14,   330,0.338,  -1.2906, -78.5868,   9.75,  -6.45,   3.70,   0.50,   1.66,  174.61,   vc1,   120,    32,    5, 164.35,  19.75,  22.02,    EPN
2010070103.13P,2010-07-09T07:46:45,2010-07-01 03:13:20,   830,0.402,  -1.8872, -79.1223,  38.70, -35.40,   3.60,   3.15,   8.92,   54.42,   vc1,    80,    21,    3, 326.11,  69.53,  79.58,    EPN
2010070321.28P,2010-07-09T08:49:58,2010-07-03 09:28:33,   830,0.344,   0.6713, -78.4899,  17.30, -14.00,   3.50,   1.38,   3.55,   40.37,   vc1,    70,    16,    4, 261.92,  36.70,  40.57,    EPN
2010070409.10P,2010-07-09T09:00:24,2010-07-04 09:10:03,   820,0.141,   0.3543, -78.7516, 111.50,-108.20,   3.50,   2.82,   4.27,  141.09,   vc1,    80,     8,    1, 338.09,  56.20, 124.86,    EPN
2010070412.30P,2010-07-09T09:01:37,2010-07-04 12:30:08,   570,0.424,  -1.0994, -77.6956,  20.75, -17.45,   3.60,   0.68,   1.50,   14.17,   vc1,   100,    43,    8, 200.54,  76.79,  79.54,    EPN
2010070420.58P,2010-07-09T09:23:05,2010-07-04 08:58:06,   820,0.513,  -0.3551, -79.6420,  39.68, -36.38,   3.50,   3.25,   4.24,  140.70,   vc1,    80,    13,    3, 314.74, 116.26, 122.85,    EPN
2010070509.04P,2010-07-09T12:19:46,2010-07-05 09:03:57,   300,0.746,  -2.0120, -81.3030,   7.00,  -3.70,   4.20,   4.94,  12.13,  165.06,   vc1,   160,    34,    1, 296.46, 124.22, 124.42,    EPN
2010070510.56P,2010-07-09T12:22:56,2010-07-05 10:56:13,   740,0.555,  -1.0936, -78.3514,  10.47,  -7.17,   3.50,   0.51,   2.16,    3.54,   vc1,    85,    43,   10,  99.90,   5.44,  11.80,    EPN
2010070610.03P,2010-07-09T12:34:26,2010-07-06 10:03:21,   390,0.441,  -1.1471, -77.8168,  18.43, -15.13,   3.70,   0.62,   1.45,   13.37,   vc1,   120,    46,   10, 189.78,  63.95,  66.55,    EPN
2010070618.58P,2010-07-09T12:43:34,2010-07-06 06:57:59,   550,0.580,  -2.5756, -79.4834,  16.37, -13.07,   3.80,   2.57,   3.87,   77.06,   vc1,   100,    22,    4, 266.68, 132.72, 133.72,    EPN
2010070715.11P,2010-07-09T12:49:26,2010-07-07 03:11:07,   600,0.181,  -0.4201, -78.5976,  23.98, -20.68,   3.50,   0.33,   0.80,  166.73,   vc1,    90,    23,    5, 168.73,  22.94,  33.18,    EPN
2010070811.25P,2010-07-09T12:56:33,2010-07-08 11:24:41,   830,0.562,  -2.0782, -78.7895, 177.41,-174.11,   3.70,  10.37,  21.72,  179.86,   vc1,   100,     9,    1, 334.11,  72.63, 191.70,    EPN
2010070813.22P,2010-07-09T13:19:04,2010-07-08 01:21:33,   960,0.487,  -2.1877, -79.8105,  12.00,  -8.70,   3.70,   3.63,   5.25,   74.87,   vc1,    90,    17,    1, 296.98, 166.34, 166.77,    EPN
2010070921.02P,2010-07-12T10:18:28,2010-07-09 09:01:41,   820,0.449,  -1.9511, -79.7439,  38.85, -35.55,   3.70,   2.62,   3.78,  123.02,   vc1,    85,    15,    3, 291.79, 133.06, 138.61,    EPN
2010071000.48P,2010-07-12T10:24:02,2010-07-10 12:48:24,   160,0.603,  -2.1179, -79.9309,  11.98,  -8.68,   3.80,   3.09,   5.48,   76.73,   vc1,   100,    26,    3, 293.81, 159.63, 160.08,    EPN
2010071002.53P,2010-07-12T10:31:58,2010-07-10 02:53:26,   270,0.485,  -2.2007, -79.8163,  10.05,  -6.75,   3.80,   2.39,   5.13,   77.70,   vc1,   110,    29,    3, 297.42, 141.71, 142.06,    EPN
2010071211.08P,2010-07-13T09:50:50,2010-07-12 11:08:07,   720,0.373,  -2.1012, -78.9778,   6.03,  -2.73,   3.60,   1.22,   1.94,  166.36,   vc1,    85,    32,    6, 269.63,  55.70,  56.03,    EPN
2010071217.09P,2010-07-13T10:48:07,2010-07-12 05:09:02,   520,0.382,  -1.6900, -78.2784, 156.10,-152.80,   3.70,   2.47,   4.96,  177.96,   vc1,   100,    25,    2,  89.07,  26.89, 158.40,    EPN
2010071218.59P,2010-07-13T10:49:17,2010-07-12 06:58:57,   240,0.334,  -1.2020, -78.4133,  13.94, -10.64,   3.70,   0.38,   1.56,    2.00,   vc1,   120,    41,    4, 117.72,  16.24,  21.40,    EPN
2010071220.36P,2010-07-13T10:50:51,2010-07-12 08:36:43,   810,0.475,  -1.0571, -77.5990,  18.86, -15.56,   3.50,   0.93,   2.33,   13.36,   vc1,    80,    27,    4, 209.10,  92.00,  93.91,    EPN
2010071313.10P,2010-07-13T10:53:07,2010-07-13 01:10:17,   370,0.607,  -3.2066, -77.2120,  32.12, -28.82,   4.00,   3.19,   7.96,  119.66,   vc1,   130,    29,    6, 321.79, 152.31, 155.66,    EPN
2010071313.36P,2010-07-14T09:45:19,2010-07-13 01:35:54,   200,0.274,  -0.9647, -79.2622, 124.98,-121.68,   3.50,   1.50,   9.36,  173.50,   vc1,    80,    15,    1, 270.92,  91.91, 155.13,    EPN
2010071319.28P,2010-07-14T09:54:29,2010-07-13 07:27:50,   590,0.440,  -4.1421, -78.3937, 130.09,-126.79,   4.50,   4.10,   6.88,   75.87,   vc1,   250,    37,    2, 312.47, 210.82, 247.72,    EPN
2010071404.35P,2010-07-14T10:04:35,2010-07-14 04:35:14,   490,0.448,  -0.0553, -77.2942,  22.08, -18.78,   3.50,   1.63,   2.34,   21.58,   vc1,    80,    30,    7, 269.49,  41.99,  47.44,    EPN
2010071509.58P,2010-07-21T10:17:01,2010-07-15 09:57:59,   250,0.350,   0.1471, -78.8008, 107.57,-104.27,   3.50,   1.33,   2.30,    2.14,   vc1,    80,    27,    5, 253.68,  38.98, 114.42,    EPN
2010071517.05P,2010-07-21T10:21:22,2010-07-15 05:05:24,   430,0.361,  -1.4885, -78.0425, 175.11,-171.81,   3.60,   3.04,   4.80,   12.98,   vc1,   100,    25,    5, 273.76,  41.20, 179.89,    EPN
2010071521.50P,2010-07-21T10:33:32,2010-07-15 09:50:05,   760,0.265,  -2.8100, -77.3650,  60.39, -57.09,   3.70,   3.06,  10.27,  135.74,   vc1,    80,     5,    1, 346.12, 187.45, 196.94,    EPN
2010071608.20P,2010-07-21T10:36:48,2010-07-16 08:20:16,   310,0.344,  -2.0020, -77.4042,  17.66, -14.36,   3.50,   1.71,   5.83,  115.27,   vc1,    70,    17,    5, 328.82, 127.26, 128.48,    EPN
2010071704.40P,2010-07-21T10:52:26,2010-07-17 04:40:20,   170,0.392,  -0.9413, -79.6080,  85.48, -82.18,   3.70,   1.13,   2.35,  163.78,   vc1,   110,    32,    3, 219.90,  98.32, 130.28,    EPN
2010071706.32P,2010-07-21T11:01:16,2010-07-17 06:31:42,   480,0.688,  -1.9891, -80.0392,  12.00,  -8.70,   3.80,   3.49,   9.58,   93.71,   vc1,   100,    27,    2, 287.67, 159.44, 159.89,    EPN
2010071715.56P,2010-07-21T11:04:09,2010-07-17 03:56:42,   400,0.290,  -1.1947, -78.3043,  14.74, -11.44,   3.50,   0.57,   3.71,    5.66,   vc1,    80,    18,    3, 192.15,  17.62,  22.97,    EPN
2010071716.46P,2010-07-21T11:05:48,2010-07-17 04:46:14,   980,0.651,  -0.8423, -79.3694,  29.68, -26.38,   3.70,   1.31,   1.77,  147.58,   vc1,   110,    38,   10, 147.09,  96.67, 101.13,    EPN
2010071719.13P,2010-07-21T11:10:25,2010-07-17 07:13:48,   950,0.393,  -0.1216, -78.7626,  21.77, -18.47,   3.80,   0.65,   1.00,  165.45,   vc1,   130,    37,    4, 136.55,  17.68,  28.05,    EPN
2010071722.55P,2010-07-21T11:25:59,2010-07-17 10:55:02,   100,0.857,  -1.5822, -80.3705,  12.00,  -8.70,   3.90,   3.27,   9.05,  149.09,   vc1,   120,    28,    2, 230.61,  70.98,  71.99,    EPN
2010071801.35P,2010-07-21T11:27:32,2010-07-18 01:35:33,   180,0.351,  -1.4249, -77.7664,  12.48,  -9.18,   3.60,   0.66,   1.51,   30.31,   vc1,   100,    38,   10, 271.60,  71.49,  72.57,    EPN
2010071908.21P,2010-07-21T13:35:11,2010-07-19 08:20:58,   400,0.359,  -1.8736, -79.6075,  36.42, -33.12,   4.00,   1.68,   4.17,   72.45,   vc1,   150,    35,    7, 302.52, 110.08, 115.95,    EPN
2010071909.08P,2010-07-21T13:37:08,2010-07-19 09:07:40,   990,0.386,   0.0599, -77.2935,  13.83, -10.53,   3.50,   1.99,   4.86,   66.69,   vc1,    80,    15,    3, 316.94, 111.78, 112.63,    EPN
2010071909.47P,2010-07-21T13:41:52,2010-07-19 09:47:11,   230,0.560,  -0.8229, -79.7064,  72.57, -69.27,   3.50,   2.56,   5.82,  174.87,   vc1,    80,    17,    1, 224.38,  83.75, 110.82,    EPN
2010072001.28P,2010-07-21T13:47:25,2010-07-20 01:27:55,   890,0.241,  -0.5944, -78.7690,  13.68, -10.38,   3.50,   0.37,   1.24,  170.71,   vc1,    90,    29,    5, 217.97,  17.96,  22.58,    EPN
2010072013.02P,2010-07-21T13:56:45,2010-07-20 01:01:39,   510,0.535,  -2.0593, -79.8068,   8.30,  -5.00,   3.80,   1.63,   6.88,   84.67,   vc1,   100,    32,    7, 285.84, 135.86, 136.11,    EPN
2010072022.55P,2010-07-22T17:32:11,2010-07-20 10:55:08,   190,0.816,  -0.2785, -79.8957,  12.00,  -8.70,   3.60,   1.61,   4.17,   72.03,   vc1,    85,    29,    3, 117.28,  26.60,  29.18,    EPN
2010072121.29P,2010-07-28T10:30:46,2010-07-21 09:28:54,   280,0.590,  -1.9418, -77.1957,   7.16,  -3.86,   3.90,   1.72,   4.71,   88.65,   vc1,   130,    36,    9, 292.21, 146.08, 146.25,    EPN
2010072200.15P,2010-07-28T10:40:51,2010-07-22 12:15:06,   630,0.483,  -2.3484, -77.0241, 142.19,-138.89,   4.10,   5.21,  12.89,    5.03,   vc1,   160,    25,    3, 314.50, 182.72, 231.52,    EPN
2010072210.39P,2010-07-28T10:42:29,2010-07-22 10:39:22,   400,0.727,  -0.3075, -79.5807,  43.32, -40.02,   3.50,   1.69,   2.79,   81.18,   vc1,    75,    33,    9, 136.89,  33.86,  54.98,    EPN
2010072211.27P,2010-07-28T10:56:33,2010-07-22 11:27:47,   990,0.452,  -0.9927, -77.9766,  14.80, -11.50,   3.50,   0.74,   2.54,    5.46,   vc1,    80,    19,    5, 240.59,  46.02,  48.34,    EPN
2010072221.39P,2010-08-02T11:07:34,2010-07-22 09:39:19,    90,0.534,   0.7036, -78.3528,  11.43,  -8.13,   3.90,   1.31,   1.61,    8.57,   vc1,   130,    22,    3, 118.70,  10.51,  15.53,    EPN
2010072308.42P,2010-08-02T11:18:50,2010-07-23 08:42:16,   850,0.227,  -1.9377, -77.4623,  25.09, -21.79,   3.50,   2.22,   2.75,   43.16,   vc1,    70,    13,    1, 314.55, 118.40, 121.03,    EPN
2010072404.23P,2010-08-02T11:27:08,2010-07-24 04:23:32,   250,0.536,   1.1855, -79.5271,  12.00,  -8.70,   3.80,   4.35,   6.19,  155.31,   vc1,   100,    11,    1, 293.08, 162.46, 162.90,    EPN
2010072406.42P,2010-08-02T11:30:59,2010-07-24 06:42:31,   400,0.507,  -1.7961, -78.8541,  45.73, -42.43,   3.50,   2.58,   6.36,   38.50,   vc1,    80,    34,    9, 291.19,  26.06,  52.64,    EPN
2010072409.09P,2010-08-02T11:56:19,2010-07-24 09:08:49,   320,0.815,  -0.8352, -81.5397,  12.00,  -8.70,   4.10,   5.83,   9.98,   12.36,   vc1,   140,    18,    1, 317.80,  93.35,  94.11,    EPN
2010072520.22P,2010-08-02T12:22:29,2010-07-25 08:22:28,   560,0.984,  -0.7252, -81.2055,  12.00,  -8.70,   4.00,   3.67,   6.78,   23.38,   vc1,   130,    29,    3, 300.62,  64.33,  65.44,    EPN
2010072521.30P,2010-08-02T12:31:56,2010-07-25 09:30:20,   850,0.467,  -1.4752, -79.9146,  12.00,  -8.70,   3.70,   4.20,  14.84,   73.99,   vc1,   100,    10,    1, 341.99, 181.80, 182.20,    EPN
2010072609.16P,2010-07-27T12:05:50,2010-07-26 09:16:38,   480,0.879,  -0.6076, -81.1351,  19.72, -16.42,   4.00,   3.90,  11.33,   15.92,   vc1,   120,    33,    1, 285.56,  67.02,  69.86,    EPN
2010072618.19P,2010-08-03T11:38:59,2010-07-26 06:18:48,   780,0.782,  -1.0349, -79.6827,  29.07, -25.77,   3.90,   1.47,   2.30,  145.50,   vc1,   130,    41,    6, 145.13,  82.82,  87.78,    EPN
2010072805.11P,2010-08-04T09:40:01,2010-07-28 05:11:36,   110,0.269,  -2.5729, -78.3342,   5.69,  -2.39,   3.70,   1.62,   7.10,  177.78,   vc1,    85,    15,    3, 346.23, 118.93, 119.07,    EPN
2010072819.30P,2010-08-04T09:46:12,2010-07-28 07:30:04,   640,0.328,  -2.3044, -78.9184,  11.47,  -8.17,   3.60,   4.21,   5.24,   29.80,   vc1,    80,    13,    1, 337.51,  70.19,  71.13,    EPN
2010072914.46P,2010-08-04T10:25:40,2010-07-29 02:45:48,   530,0.621,  -2.5133, -81.6869,   9.23,  -5.93,   4.20,   3.22,  11.23,  160.62,   vc1,   140,    25,    1, 317.37, 194.09, 194.31,    EPN
2010073008.20P,2010-08-04T10:38:46,2010-07-30 08:20:32,   490,0.579,  -0.7550, -79.6737,  40.31, -37.01,   3.70,   1.30,   2.00,  107.30,   vc1,   100,    39,    7, 134.85,  76.68,  86.63,    EPN
2010073010.51P,2010-08-04T10:42:43,2010-07-30 10:51:10,   560,0.817,  -0.4722, -81.3641,  12.40,  -9.10,   4.20,   3.43,   4.31,    8.40,   vc1,   170,    43,    4, 294.68,  95.68,  96.48,    EPN
2010073103.29P,2010-08-04T11:43:14,2010-07-31 03:28:20,    90,0.483,  -0.5496, -81.0351,  12.00,  -8.70,   3.70,   4.64,  17.39,    1.21,   vc1,    80,    12,    1, 319.98, 272.55, 272.82,    EPN
